{'application_name': 'ISCXVPN2016-PCAPS0-f10', 'hypermapper_mode': {'mode': 'client-server'}, 'design_of_experiment': {'doe_type': 'random sampling', 'number_of_samples': 200}, 'output_data_file': '/home/annuszulfiqar/research/NetEye/dt-framework/results/hypermapper-bayesian_optimization-ISCXVPN2016-PCAPS0-f10-2024-12-10-15:18:08/output_samples.csv', 'log_file': '/home/annuszulfiqar/research/NetEye/dt-framework/results/hypermapper-bayesian_optimization-ISCXVPN2016-PCAPS0-f10-2024-12-10-15:18:08/hypermapper_log.log', 'input_parameters': {'depth': {'parameter_type': 'integer', 'values': [5, 50], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'features_per_partition': {'parameter_type': 'ordinal', 'values': [1], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c1': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c2': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c3': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c4': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c5': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c6': {'parameter_type': 'ordinal', 'values': [0.0, 0.2, 0.4, 0.6, 0.8], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}}, 'optimization_objectives': ['f1_score', 'num_flows'], 'optimization_iterations': 500, 'evaluations_per_optimization_iteration': 10, 'optimization_method': 'bayesian_optimization', 'acquisition_function': 'EI', 'scalarization_method': 'tchebyshev', 'verbose_logging': False, 'profiling': False, 'noise': True, 'profiling_file': 'profiles/profile.csv', 'append_profiles': False, 'number_of_cpus': 0, 'max_number_of_predictions': 1000000, 'time_budget': -1, 'number_of_repetitions': 1, 'models': {'model': 'random_forest', 'number_of_trees': 10, 'max_features': 0.5, 'bootstrap': False, 'min_samples_split': 5}, 'output_image': {'output_image_pdf_file': 'output_pareto.pdf', 'image_xlog': False, 'image_ylog': False}, 'feasible_output': {'name': 'Valid', 'true_value': 'True', 'false_value': 'False', 'enable_feasible_predictor': False, 'enable_feasible_predictor_grid_search_on_recall_and_precision': False, 'feasible_predictor_grid_search_validation_file': '/home/lnardi/spatial-lang/results/apps_classification_test_set/BlackScholes.csv'}, 'timestamp': 'Timestamp', 'run_directory': '.', 'output_pareto_file': 'output_pareto.csv', 'weight_sampling': 'flat', 'bounding_box_limits': [0, 1], 'local_search_starting_points': 10, 'local_search_random_points': 10000, 'local_search_evaluation_limit': -1, 'scalarization_key': 'scalarization', 'local_search_scalarization_weights': [1], 'print_parameter_importance': False, 'normalize_inputs': False, 'epsilon_greedy_threshold': 0.1, 'prior_method': 'pibo', 'prior_beta': -1, 'prior_floor': 1e-06, 'model_posterior_weight': 10, 'model_good_quantile': 0.05, 'prior_estimation_file': 'samples.csv', 'prior_estimation_quantile': 0.1, 'estimate_multivariate_priors': False, 'resume_optimization': False, 'resume_optimization_data': 'output_samples.csv', 'bandwidth_parameter': 0, 'bandwidth_n_factor': 100, 'prior_limit_estimation_points': 10000, 'posterior_computation_lower_limit': 1e-08, 'custom_gaussian_prior_means': [0], 'custom_gaussian_prior_stds': [-1], 'acquisition_function_optimizer': 'local_search', 'evolution_population_size': 50, 'evolution_generations': 150, 'mutation_rate': 1, 'evolution_crossover': False, 'regularize_evolution': False, 'batch_size': 2, 'print_best': 'auto', 'print_posterior_best': False, 'cma_es_sigma': 0.2, 'cma_es_starting_points': 1, 'cma_es_random_points': 10000}
Design of experiment phase, number of new doe samples = 200 .......
Running on client-server mode.
Communication protocol: sending message...
Request 200
depth,features_per_partition,c1,c2,c3,c4,c5,c6
12,1,0.25,0.75,1.0,0.5,0.5,0.4
18,1,0.75,0.25,0.0,0.25,1.0,0.2
29,1,0.25,0.75,0.0,0.75,0.5,0.8
17,1,0.0,0.5,1.0,0.75,0.0,0.6
26,1,0.0,1.0,0.5,1.0,0.25,0.0
13,1,0.0,0.75,0.75,0.0,0.0,0.0
11,1,0.75,1.0,0.0,0.25,0.75,0.4
41,1,0.25,0.25,1.0,0.5,0.25,0.4
23,1,1.0,1.0,0.5,0.25,1.0,0.2
45,1,0.5,0.0,0.25,0.75,1.0,0.4
29,1,1.0,0.75,0.5,0.0,0.75,0.8
41,1,0.0,0.25,0.5,1.0,0.25,0.4
48,1,0.0,0.5,0.25,0.25,0.0,0.8
6,1,0.25,0.75,1.0,1.0,0.5,0.6
32,1,0.5,0.5,0.75,0.0,0.25,0.0
33,1,0.0,0.5,0.75,1.0,0.25,0.2
27,1,0.0,0.75,0.25,0.75,0.25,0.6
28,1,1.0,0.0,0.0,1.0,0.75,0.8
45,1,0.25,0.75,0.75,1.0,0.25,0.8
13,1,0.5,1.0,0.5,0.5,0.25,0.2
28,1,0.75,0.25,0.25,0.25,0.5,0.2
18,1,0.5,1.0,1.0,0.5,0.25,0.0
23,1,0.75,0.25,0.5,0.25,0.25,0.8
23,1,1.0,0.25,0.75,0.0,0.5,0.0
41,1,0.0,0.5,0.25,0.75,1.0,0.6
37,1,0.25,0.25,0.5,0.5,1.0,0.0
39,1,0.0,0.5,0.5,0.25,0.0,0.8
5,1,1.0,0.0,1.0,1.0,0.25,0.8
47,1,0.5,0.5,1.0,0.25,0.5,0.8
45,1,0.25,0.75,0.75,0.25,0.5,0.4
41,1,1.0,0.0,1.0,0.25,0.5,0.0
44,1,0.25,0.0,0.25,0.0,1.0,0.0
8,1,0.75,1.0,0.25,0.75,0.75,0.4
46,1,0.0,0.25,1.0,0.5,0.75,0.4
34,1,0.0,0.5,1.0,0.25,0.25,0.2
36,1,0.0,0.5,0.5,0.75,0.25,0.2
8,1,0.0,0.5,0.75,1.0,0.75,0.6
43,1,0.25,0.0,0.75,0.25,0.0,0.0
36,1,0.25,0.75,1.0,0.5,0.25,0.4
18,1,0.0,0.75,0.0,0.75,0.0,0.2
25,1,1.0,0.0,0.75,0.75,0.5,0.0
47,1,0.75,1.0,1.0,0.25,0.25,0.6
22,1,1.0,1.0,1.0,1.0,0.5,0.6
17,1,0.0,1.0,0.0,0.5,0.75,0.6
23,1,0.75,1.0,0.75,1.0,1.0,0.0
34,1,0.0,1.0,0.5,1.0,0.0,0.2
29,1,1.0,0.75,0.25,0.5,0.5,0.0
37,1,0.0,0.25,0.25,1.0,1.0,0.4
8,1,0.5,0.25,0.75,0.5,0.75,0.2
12,1,0.5,0.5,1.0,0.5,0.0,0.6
29,1,0.5,0.25,0.75,0.25,0.75,0.2
37,1,0.75,0.75,0.0,0.25,0.75,0.4
45,1,0.75,0.25,1.0,0.75,0.75,0.2
32,1,0.0,0.5,1.0,0.75,1.0,0.0
32,1,0.5,0.75,0.25,0.5,0.0,0.8
40,1,0.75,0.25,0.25,0.0,0.0,0.8
18,1,0.25,1.0,1.0,0.0,0.0,0.4
19,1,0.25,0.25,1.0,0.0,1.0,0.4
16,1,0.25,0.5,0.75,0.75,0.25,0.0
50,1,1.0,1.0,0.25,0.0,0.5,0.8
7,1,0.0,0.5,0.5,1.0,0.75,0.4
32,1,0.0,1.0,1.0,0.5,0.75,0.4
16,1,0.5,0.25,0.5,0.25,0.25,0.2
42,1,0.5,0.25,0.75,0.5,0.5,0.4
19,1,1.0,0.0,1.0,0.5,1.0,0.4
32,1,0.0,0.5,0.5,0.25,1.0,0.8
27,1,0.75,0.75,0.0,0.0,0.25,0.4
29,1,1.0,0.25,0.25,0.75,1.0,0.0
16,1,0.75,0.0,0.75,0.0,0.25,0.2
36,1,0.0,1.0,0.75,0.75,0.5,0.2
45,1,1.0,0.75,0.75,0.5,0.75,0.8
31,1,1.0,1.0,1.0,0.75,0.5,0.6
5,1,0.0,1.0,0.5,0.5,0.0,0.2
33,1,0.0,0.75,0.25,1.0,0.5,0.4
17,1,0.0,0.25,0.0,1.0,1.0,0.0
31,1,1.0,0.0,0.25,0.75,0.75,0.8
49,1,0.25,0.5,1.0,0.5,0.25,0.8
25,1,0.25,0.25,0.0,0.25,0.5,0.4
38,1,0.25,0.25,0.5,0.5,0.5,0.0
48,1,0.5,0.5,0.25,1.0,0.25,0.8
19,1,0.0,1.0,1.0,0.0,0.5,0.4
36,1,0.25,0.0,1.0,0.25,0.0,0.6
6,1,0.0,0.75,0.0,0.5,0.25,0.4
7,1,0.25,0.0,1.0,0.0,0.5,0.4
29,1,0.75,0.25,0.0,0.0,0.5,0.4
7,1,0.5,0.0,1.0,0.75,0.0,0.8
31,1,0.5,0.75,0.25,0.25,0.25,0.6
20,1,0.0,0.25,0.25,0.0,1.0,0.2
7,1,0.5,1.0,0.5,0.25,1.0,0.4
13,1,0.0,0.25,0.75,0.0,0.5,0.6
34,1,0.0,0.0,0.75,0.5,0.75,0.4
41,1,1.0,0.75,0.5,0.5,1.0,0.4
28,1,0.75,0.75,1.0,0.25,0.5,0.0
12,1,0.0,0.25,0.5,1.0,0.0,0.4
13,1,0.5,0.75,0.0,0.25,1.0,0.8
43,1,0.0,0.25,0.5,0.25,1.0,0.2
34,1,0.5,1.0,0.0,0.75,0.25,0.6
42,1,0.75,0.75,1.0,0.25,0.75,0.2
8,1,0.75,0.75,0.75,0.75,0.75,0.6
5,1,0.5,0.25,1.0,0.5,1.0,0.0
29,1,0.0,0.75,0.75,0.0,0.0,0.2
26,1,1.0,1.0,1.0,0.0,1.0,0.4
10,1,1.0,0.0,0.75,0.5,0.25,0.4
48,1,0.5,1.0,0.75,0.25,0.0,0.0
34,1,0.5,0.25,0.25,1.0,0.25,0.8
8,1,1.0,0.5,0.75,0.25,0.5,0.0
42,1,1.0,0.75,0.0,1.0,0.0,0.6
48,1,0.25,1.0,0.5,0.25,0.75,0.4
30,1,1.0,0.0,1.0,0.25,1.0,0.8
50,1,0.25,0.0,1.0,0.5,0.25,0.2
46,1,0.25,0.25,0.25,0.5,0.5,0.2
37,1,0.5,1.0,0.0,1.0,0.0,0.2
33,1,0.25,1.0,0.0,0.75,1.0,0.8
22,1,1.0,0.5,1.0,0.5,1.0,0.8
25,1,1.0,0.25,0.25,1.0,0.0,0.2
26,1,0.0,1.0,0.0,0.25,0.5,0.2
12,1,0.0,0.75,0.0,0.0,0.0,0.6
38,1,1.0,0.75,1.0,1.0,1.0,0.2
42,1,0.25,0.75,0.25,1.0,1.0,0.4
12,1,0.0,0.0,0.5,0.25,0.5,0.8
21,1,0.5,0.75,0.5,0.0,0.25,0.6
33,1,0.0,1.0,0.0,0.0,0.0,0.4
Communication protocol: receiving message....
depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows
30,1,1.0,1.0,0.25,1.0,1.0,0.4,-0.07938337849427803,-983040.0
21,1,0.0,0.0,0.25,0.5,0.5,0.8,-0.4681877751487791,-786432.0
22,1,0.75,1.0,0.0,0.0,0.25,0.0,-0.14491186597194985,-786432.0
10,1,1.0,0.0,0.25,0.75,0.0,0.4,-0.22051150496205218,-786432.0
23,1,0.25,0.75,0.0,0.25,0.75,0.0,-0.1287013680029911,-786432.0
15,1,0.25,0.75,0.5,1.0,0.25,0.6,-0.08026715057618744,-786432.0
37,1,0.25,0.75,0.5,0.5,0.25,0.2,-0.34761119648818595,-786432.0
49,1,0.25,1.0,0.0,1.0,0.25,0.4,-0.17760602122048957,-786432.0
14,1,1.0,0.0,0.5,0.75,0.5,0.2,-0.18634274612186377,-786432.0
23,1,0.5,1.0,0.0,0.75,0.25,0.0,-0.2775548578672212,-786432.0
14,1,1.0,0.25,1.0,0.75,0.25,0.8,-0.18147716341694192,-786432.0
30,1,0.75,0.0,0.0,0.75,0.75,0.2,-0.3173704006775258,-786432.0
13,1,0.0,0.25,0.75,0.0,0.5,0.4,-0.3895204780172055,-786432.0
26,1,0.0,0.0,0.25,0.5,0.5,0.0,-0.4428033155839228,-786432.0
39,1,0.5,0.5,1.0,0.25,1.0,0.0,-0.32604201324825016,-786432.0
32,1,0.5,0.5,0.75,0.25,0.75,0.4,-0.07938337849427803,-983040.0
21,1,1.0,0.25,0.0,0.0,0.25,0.6,-0.3210719090345319,-786432.0
32,1,0.75,0.0,0.25,1.0,0.0,0.8,-0.3886585285053866,-786432.0
34,1,0.75,0.25,0.25,1.0,0.5,0.0,-0.3847065297561657,-786432.0
44,1,0.75,0.75,0.5,0.25,0.75,0.6,-0.07938337849427803,-983040.0
8,1,0.5,0.25,0.0,0.75,0.0,0.6,-0.2906656570606832,-786432.0
30,1,0.75,0.0,0.25,0.25,1.0,0.0,-0.32654191678728794,-786432.0
13,1,0.25,1.0,0.25,0.75,0.5,0.0,-0.1287013680029911,-786432.0
37,1,0.75,0.75,0.5,1.0,1.0,0.6,-0.07938337849427803,-983040.0
28,1,1.0,0.0,1.0,0.75,1.0,0.2,-0.3828917631051335,-786432.0
20,1,0.25,0.75,1.0,0.25,0.5,0.2,-0.08026715057618744,-786432.0
25,1,0.25,0.5,1.0,1.0,0.25,0.8,-0.29013837036191653,-786432.0
22,1,1.0,0.25,0.0,1.0,1.0,0.8,-0.31562853594156504,-786432.0
40,1,1.0,1.0,0.0,0.5,0.5,0.0,-0.4659948080410639,-786432.0
30,1,1.0,1.0,0.25,0.5,0.0,0.2,-0.4227183759027643,-786432.0
32,1,0.25,0.0,0.5,0.75,0.5,0.4,-0.06153059135810247,-786432.0
48,1,0.75,0.75,0.25,0.0,1.0,0.0,-0.466576318506706,-786432.0
6,1,0.5,0.0,0.25,0.75,0.5,0.6,-0.08746084035688691,-786432.0
36,1,0.75,0.5,1.0,0.75,1.0,0.4,-0.07938337849427803,-983040.0
14,1,0.5,0.25,1.0,0.75,1.0,0.6,-0.3253485060891147,-786432.0
13,1,0.25,0.5,0.75,0.5,0.25,0.0,-0.08026715057618744,-786432.0
5,1,1.0,0.75,1.0,0.0,0.25,0.6,-0.06283102676500617,-786432.0
44,1,0.75,1.0,0.5,0.25,0.0,0.8,-0.41608669004971965,-786432.0
47,1,0.0,0.5,1.0,0.25,0.5,0.4,-0.4055771134217116,-786432.0
30,1,0.75,0.75,0.5,1.0,0.25,0.6,-0.07938337849427803,-983040.0
7,1,0.0,0.0,0.5,0.0,0.0,0.2,-0.05911206106988064,-983040.0
50,1,0.0,0.0,0.25,0.5,1.0,0.2,-0.3957737291292697,-786432.0
32,1,0.25,0.0,0.25,0.5,0.5,0.4,-0.06153059135810247,-786432.0
19,1,0.25,0.75,0.75,0.0,0.25,0.0,-0.1287013680029911,-786432.0
34,1,0.75,0.25,0.75,0.5,0.5,0.6,-0.07938337849427803,-983040.0
31,1,0.0,1.0,1.0,0.5,1.0,0.4,-0.37224171254660027,-786432.0
43,1,0.25,0.25,0.5,1.0,0.25,0.6,-0.3384721901661755,-786432.0
11,1,0.0,0.0,0.75,0.5,0.0,0.4,-0.5138304899214842,-786432.0
8,1,1.0,0.25,0.25,0.5,1.0,0.8,-0.21655578766140313,-786432.0
16,1,0.0,0.0,0.5,0.75,0.25,0.0,-0.4942539027028832,-786432.0
36,1,0.0,0.5,0.75,0.75,0.25,0.6,-0.4278675989982709,-786432.0
16,1,0.0,0.75,0.0,0.25,0.75,0.2,-0.4011933135284196,-786432.0
26,1,1.0,0.0,0.0,0.25,0.0,0.6,-0.37537302771315617,-786432.0
47,1,0.75,0.25,0.25,0.75,0.75,0.8,-0.07938337849427803,-983040.0
33,1,0.0,0.25,1.0,1.0,0.75,0.0,-0.4613879232137696,-786432.0
45,1,0.75,0.25,0.75,1.0,0.75,0.4,-0.07938337849427803,-983040.0
43,1,0.5,0.75,1.0,0.75,0.0,0.0,-0.32783006543142795,-786432.0
21,1,0.5,0.5,0.75,0.25,0.75,0.2,-0.30158676652437755,-786432.0
41,1,0.5,0.75,1.0,1.0,1.0,0.0,-0.34608787711264105,-786432.0
5,1,0.25,0.25,0.5,1.0,1.0,0.2,-0.06283102676500617,-786432.0
45,1,0.0,0.0,1.0,0.75,0.5,0.0,-0.39271130998671366,-786432.0
6,1,1.0,0.75,0.5,0.0,0.25,0.2,-0.09993890217391223,-786432.0
16,1,0.25,0.5,0.0,0.25,1.0,0.4,-0.08026715057618744,-786432.0
35,1,0.0,0.75,1.0,0.0,0.0,0.4,-0.43384512340918807,-786432.0
6,1,0.0,0.75,0.0,0.75,0.75,0.6,-0.1715042728371213,-786432.0
5,1,0.25,0.75,1.0,1.0,0.25,0.8,-0.06283102676500617,-786432.0
33,1,0.0,0.0,0.0,0.75,0.5,0.8,-0.39271130998671366,-786432.0
15,1,0.0,0.0,0.0,0.25,0.5,0.2,-0.4606598741695694,-786432.0
20,1,0.0,0.25,1.0,1.0,0.0,0.6,-0.39265156587328914,-786432.0
14,1,0.5,1.0,0.0,0.25,0.5,0.8,-0.06153059135810247,-786432.0
41,1,0.0,0.0,1.0,0.5,1.0,0.0,-0.39271130998671366,-786432.0
33,1,0.25,1.0,0.25,0.5,0.0,0.2,-0.06153059135810247,-786432.0
36,1,0.25,0.25,0.5,1.0,1.0,0.6,-0.2999338292629188,-786432.0
34,1,1.0,1.0,0.25,0.5,0.5,0.8,-0.07938337849427803,-983040.0
46,1,0.75,0.25,0.5,0.75,0.0,0.2,-0.414638492520098,-786432.0
6,1,1.0,0.0,0.5,0.0,0.25,0.0,-0.09993890217391223,-786432.0
21,1,0.5,0.5,1.0,0.75,0.5,0.4,-0.2987424633185466,-786432.0
17,1,0.75,0.5,0.25,0.5,0.25,0.0,-0.32981057036433753,-786432.0
12,1,0.25,0.75,1.0,0.5,0.5,0.4,-0.15902601840759728,-786432.0
18,1,0.75,0.25,0.0,0.25,1.0,0.2,-0.2878160270213118,-786432.0
29,1,0.25,0.75,0.0,0.75,0.5,0.8,-0.06153059135810247,-786432.0
17,1,0.0,0.5,1.0,0.75,0.0,0.6,-0.4088256641678378,-786432.0
26,1,0.0,1.0,0.5,1.0,0.25,0.0,-0.49038546229273117,-786432.0
13,1,0.0,0.75,0.75,0.0,0.0,0.0,-0.05911206106988064,-983040.0
11,1,0.75,1.0,0.0,0.25,0.75,0.4,-0.2678931985484349,-786432.0
41,1,0.25,0.25,1.0,0.5,0.25,0.4,-0.33883141953015633,-786432.0
23,1,1.0,1.0,0.5,0.25,1.0,0.2,-0.34917881167734566,-786432.0
45,1,0.5,0.0,0.25,0.75,1.0,0.4,-0.32490918590195306,-786432.0
29,1,1.0,0.75,0.5,0.0,0.75,0.8,-0.39346800834039874,-786432.0
41,1,0.0,0.25,0.5,1.0,0.25,0.4,-0.4480948069198323,-786432.0
